800,14
801,14
802,14
803,14
804,14
805,14
806,14
807,14
808,14
809,14
810,13
811,13
812,13
813,12
814,12
815,12
816,12
817,12
818,12
819,12
820,11
821,11
822,11
823,11
824,11
825,10
826,10
827,10
828,10
829,10
830,9
831,9
832,9
833,9
834,9
835,9
836,9
837,9
838,8
839,8
840,7
841,7
842,7
843,7
844,7
845,7
846,7
847,7
848,7
849,7
850,28
851,29
852,29
853,29
854,29
855,29
856,29
857,29
858,29
859,29
860,29
861,30
862,30
863,31
864,31
865,31
866,31
867,32
868,32
869,32
870,32
871,33
872,33
873,33
874,33
875,33
876,37
877,37
878,37
879,37
880,37
881,39
882,39
883,39
884,40
885,40
886,40
887,40
888,41
889,41
890,41
891,42
892,42
893,42
894,42
895,42
896,42
897,42
898,42
899,42
900,56
901,58
902,58
903,58
904,58
905,58
906,58
907,58
908,58
909,58
910,58
911,60
912,60
913,60
914,60
915,60
916,60
917,61
918,61
919,61
920,60
921,61
922,61
923,61
924,61
925,59
926,61
927,61
928,61
929,61
930,61
931,62
932,62
933,62
934,62
935,62
936,62
937,62
938,62
939,62
940,61
941,63
942,63
943,63
944,63
945,63
946,63
947,63
948,63
949,63
950,66
951,67
952,67
953,67
954,67
955,67
956,67
957,67
958,67
959,67
960,66
961,67
962,67
963,67
964,67
965,67
966,67
967,66
968,66
969,66
970,66
971,69
972,69
973,69
974,69
975,65
976,68
977,68
978,68
979,68
980,66
981,67
982,67
983,67
984,66
985,66
986,66
987,66
988,66
989,66
990,66
991,68
992,68
993,68
994,68
995,68
996,68
997,68
998,68
999,68
1000,87
1001,87
1002,87
1003,87
1004,87
1005,87
1006,87
1007,86
1008,86
1009,87
1010,85
1011,86
1012,86
1013,87
1014,87
1015,87
1016,87
1017,88
1018,88
1019,88
1020,87
1021,87
1022,87
1023,87
1024,87
1025,88
1026,90
1027,90
1028,90
1029,90
1030,89
1031,91
1032,92
1033,92
1034,95
1035,95
1036,95
1037,95
1038,97
1039,97
1040,94
1041,94
1042,94
1043,94
1044,95
1045,95
1046,95
1047,95
1048,95
1049,95
1050,134
1051,139
1052,139
1053,139
1054,139
1055,139
1056,139
1057,142
1058,142
1059,142
1060,142
1061,143
1062,143
1063,146
1064,146
1065,146
1066,146
1067,151
1068,151
1069,153
1070,151
1071,151
1072,151
1073,151
1074,151
1075,156
1076,164
1077,164
1078,164
1079,164
1080,163
1081,163
1082,163
1083,163
1084,165
1085,165
1086,165
1087,165
1088,164
1089,164
1090,163
1091,164
1092,164
1093,164
1094,161
1095,162
1096,162
1097,162
1098,162
1099,162
1100,162
1101,164
1102,164
1103,165
1104,165
1105,166
1106,166
1107,166
1108,167
1109,166
1110,166
1111,166
1112,166
1113,159
1114,159
1115,160
1116,160
1117,158
1118,159
1119,160
1120,160
1121,161
1122,162
1123,162
1124,162
1125,148
1126,150
1127,151
1128,151
1129,151
1130,151
1131,151
1132,149
1133,149
1134,147
1135,148
1136,148
1137,148
1138,148
1139,150
1140,150
1141,150
1142,151
1143,151
1144,152
1145,152
1146,152
1147,153
1148,153
1149,153
1150,116
1151,117
1152,118
1153,118
1154,119
1155,119
1156,120
1157,121
1158,122
1159,126
1160,124
1161,124
1162,124
1163,126
1164,127
1165,127
1166,129
1167,131
1168,131
1169,133
1170,132
1171,134
1172,134
1173,136
1174,137
1175,133
1176,138
1177,138
1178,139
1179,139
1180,138
1181,140
1182,140
1183,142
1184,142
1185,142
1186,143
1187,143
1188,144
1189,145
1190,145
1191,147
1192,146
1193,147
1194,147
1195,149
1196,149
1197,150
1198,151
1199,151
1200,145
1201,146
1202,146
1203,147
1204,148
1205,149
1206,149
1207,151
1208,153
1209,154
1210,155
1211,157
1212,159
1213,160
1214,161
1215,163
1216,164
1217,166
1218,167
1219,167
1220,169
1221,169
1222,171
1223,171
1224,173
1225,170
1226,173
1227,176
1228,176
1229,178
1230,178
1231,180
1232,182
1233,184
1234,184
1235,185
1236,188
1237,189
1238,190
1239,192
1240,191
1241,193
1242,192
1243,194
1244,194
1245,194
1246,195
1247,196
1248,199
1249,200
1250,192
1251,193
1252,194
1253,196
1254,196
1255,197
1256,200
1257,202
1258,202
1259,204
1260,201
1261,209
1262,208
1263,211
1264,212
1265,212
1266,213
1267,214
1268,215
1269,216
1270,210
1271,208
1272,206
1273,201
1274,196
1275,188
1276,181
1277,176
1278,172
1279,167
1280,159
1281,156
1282,148
1283,146
1284,141
1285,120
1286,118
1287,114
1288,106
1289,103
1290,95
1291,90
1292,88
1293,83
1294,74
1295,70
1296,68
1297,60
1298,58
1299,56
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
